SITE,Z,Date,Zsec,PH,COND,ALK,OP,TFP,TP,CL,NO3,SO4,TN,NH4,SI,Na,Mg,Ca,K,Fe,CHLA,T,DO (mg/l),DO (sat),Zcomp (m)
D,10,4-Nov-2008,8.5,7.52,114.6,30.0,1.0,2.3,4.2,15.2,0.005,2.03,0.15,0.005,1.06,8.9,2.4,12.4,0.53,,1.96,11.0,11.9,107.9%,17
D,10,21-Apr-2009,8.4,7.51,115.5,30.0,1.3,2.1,4.5,16.0,0.020,1.93,0.17,0.005,1.01,8.4,2.3,12.1,0.52,,2.39,5.6,12.7,101.0%,19
D,10,5-May-2009,8.0,7.77,122.8,30.0,1.1,2.3,5.1,16.0,0.005,2.11,0.12,0.005,0.99,8.5,2.3,11.6,0.51,,1.84,9.1,11.7,101.4%,19
D,10,19-May-2009,9.1,7.76,122.4,29.5,1.1,1.8,3.8,16.1,0.005,1.92,0.13,0.005,0.99,8.2,2.3,11.7,0.50,,1.92,11.7,12.3,113.3%,18
D,10,3-Jun-2009,7.2,7.83,124.7,29.0,1.1,1.7,4.5,16.2,0.005,1.86,0.15,0.005,0.97,9.2,2.3,11.5,0.51,,3.82,14.8,10.2,100.7%,17
D,10,17-Jun-2009,9.0,7.84,123.1,28.0,1.5,1.4,2.8,15.8,0.005,1.97,0.13,0.005,0.91,9.3,2.2,11.5,0.50,,0.97,18.3,9.6,102.0%,20
D,10,30-Jun-2009,10.6,7.84,122.4,30.0,1.4,1.8,3.8,15.7,0.005,2.02,0.11,0.005,0.94,9.2,2.3,11.5,0.50,,1.36,21.3,8.1,91.4%,20
D,10,29-Jul-2009,10.0,7.76,122.2,28.0,1.1,2.1,3.6,15.8,0.005,1.94,0.13,0.005,0.89,9.4,2.3,11.6,0.49,,1.12,23.4,8.5,100.2%,20
D,10,26-Aug-2009,9.0,7.85,118.2,32.0,0.5,1.2,3.2,16.0,0.005,1.95,0.10,0.005,0.90,9.1,2.3,11.2,0.50,,0.87,23.5,8.4,98.8%,19
D,10,23-Sep-2009,8.6,7.80,117.7,31.0,1.0,2.0,4.0,15.9,0.005,1.92,0.11,0.005,0.93,9.2,2.5,11.6,0.48,,1.27,19.4,9.3,101.0%,18
D,10,21-Oct-2009,10.8,7.53,123.6,31.0,1.1,2.3,4.6,16.8,0.005,1.93,0.13,0.005,1.14,9.2,2.6,11.8,0.47,,2.09,12.9,10.9,103.2%,17
D,10,5-Nov-2009,8.5,7.50,119.2,31.0,1.0,1.9,5.6,16.4,0.005,1.82,0.10,0.005,1.17,9.0,2.5,12.0,0.51,,2.34,11.4,10.6,97.0%,18
D,20,16-Apr-1980,,,92.8,,0.5,3.0,6.0,5.4,0.030,3.65,,0.005,,3.5,2.1,4.9,0.60,,,5.0,,,
D,20,29-Apr-1980,,7.39,90.4,,0.5,2.0,5.0,5.6,0.030,3.65,,0.005,,3.6,2.1,5.7,0.57,,,6.6,,,
D,20,20-May-1980,,7.62,92.5,,0.5,2.0,4.0,5.7,0.030,3.55,,0.010,,3.7,2.1,5.3,0.53,,,11.0,,,
D,20,2-Jun-1980,,,91.4,,0.5,2.0,4.0,5.6,0.030,,,0.010,,3.6,2.2,,0.51,,,8.5,10.4,89.1%,
D,20,16-Jun-1980,,7.45,90.3,,0.5,2.0,4.0,5.6,0.020,3.55,,0.005,,3.6,2.2,5.7,0.52,,,9.0,10.1,87.5%,
D,20,30-Jun-1980,,7.35,95.8,,0.5,2.0,4.0,5.8,0.030,3.34,,0.005,,3.6,2.1,7.8,,,,,,,
D,20,16-Jul-1980,,,,,,,,,,,,,,,,,,,,9.8,9.6,84.8%,
D,20,24-Jul-1980,,7.33,85.8,,0.5,2.0,4.0,5.5,0.005,3.12,,0.005,,,,,,,,10.0,9.7,86.0%,
D,20,4-Aug-1980,,7.24,93.0,,0.5,2.0,5.0,6.1,0.005,3.54,,0.005,,3.5,,7.2,,,,10.4,9.6,86.0%,
D,20,18-Aug-1980,,7.19,95.0,,0.5,5.0,6.0,5.8,0.005,3.46,,0.005,,,,7.6,,,,11.0,8.8,79.9%,
D,20,2-Sep-1980,,,97.5,,0.5,3.0,4.0,5.8,0.020,3.04,,0.005,,,,12.4,,,,,,,
D,20,22-Sep-1980,,,,,0.5,3.0,5.0,5.9,0.005,3.40,,0.005,,3.5,,12.1,,,,12.0,7.2,66.9%,
D,20,6-Nov-1980,,7.38,96.9,,1.0,3.0,6.0,5.9,0.010,3.90,,0.010,,3.5,,9.7,,,,10.0,,,
D,20,6-Apr-1981,,7.38,116.0,,1.0,2.0,6.0,5.9,0.060,,,0.030,1.50,3.6,,,0.53,,,,,,
D,20,21-Apr-1981,,7.50,102.7,,1.0,2.0,5.0,6.6,0.020,,,0.010,1.50,,,10.1,,,,5.2,9.7,76.9%,
D,20,5-May-1981,,7.56,96.3,,1.0,2.0,4.0,6.2,0.030,,,0.030,1.52,3.6,,9.9,,,,7.0,12.6,104.2%,
D,20,19-May-1981,,7.42,97.4,,1.0,2.0,6.0,5.8,0.020,,,0.010,1.41,3.5,,10.5,0.53,,,8.3,11.6,98.9%,
D,20,2-Jun-1981,,7.45,91.3,,1.0,2.0,5.0,6.3,0.020,,,0.010,1.38,,,10.4,,,,9.5,10.9,95.6%,
D,20,24-Jun-81,,,,,,,,,,,,,,,,,,,,10.0,9.8,86.9%,
D,20,14-Jul-1981,,7.16,91.3,,0.5,2.0,5.0,5.8,0.040,,,0.010,1.67,,,,0.55,,,,,,
D,20,5-Aug-1981,,7.19,86.6,,0.5,3.0,6.0,6.1,0.020,,,0.010,1.46,,,,,,,12.0,9.1,84.6%,
D,20,26-Aug-1981,,7.10,90.5,,1.0,3.0,7.0,6.1,0.010,,,0.010,1.46,,,,,,,12.0,8.6,79.9%,
D,20,16-Sep-1981,,6.95,89.8,,0.5,2.0,7.0,6.2,0.010,,,0.005,1.60,,,,,,,12.0,7.3,67.8%,
D,20,30-Sep-1981,,6.82,88.7,,1.0,3.0,5.0,6.3,0.110,,,0.005,2.96,,,,,,,12.0,6.7,62.3%,
D,20,13-Oct-1981,,7.01,86.6,,0.5,1.0,5.0,6.3,0.060,,,0.010,2.10,,,,,,,13.0,6.7,63.7%,
D,20,4-Nov-1981,,7.56,89.1,,0.5,2.0,5.0,6.5,0.010,,,0.010,1.29,,,,,,,11.0,10.2,92.6%,
D,20,26-Apr-1982,,7.45,87.5,,0.5,4.0,5.0,6.8,0.040,,,0.010,1.55,3.6,,11.4,,,,3.0,13.4,100.8%,
D,20,10-May-1982,,,,,1.0,2.0,4.0,7.0,,,,0.020,,3.7,,,,,,6.0,13.2,106.6%,
D,20,25-May-1982,,7.40,92.0,,1.0,1.0,3.0,7.6,0.030,,,0.010,1.45,,,,,,,7.5,12.2,102.0%,
D,20,8-Jun-1982,,7.30,89.5,,1.0,5.0,5.0,6.8,0.020,,,0.020,1.65,3.7,,11.4,,,,8.0,12.0,101.6%,
D,20,22-Jun-1982,,7.50,92.0,,1.0,3.0,4.0,6.4,0.030,,,0.020,1.55,3.5,,11.1,,,,8.5,11.0,94.2%,
D,20,13-Jul-1982,,7.20,108.4,,0.5,2.0,4.0,6.5,0.040,,,0.040,1.45,3.7,,11.5,,,,9.0,11.2,97.0%,
D,20,3-Aug-1982,,7.10,103.0,,0.5,2.0,4.0,7.0,0.005,,,0.005,1.08,3.7,,11.2,,,,11.0,10.4,94.4%,
D,20,24-Aug-1982,,7.14,95.9,,1.0,10.0,12.0,6.9,0.050,,,0.060,1.53,3.8,,11.6,,,,11.0,8.4,76.3%,
D,20,16-Sep-1982,,6.90,94.7,,0.5,2.0,8.0,5.0,0.005,,,0.005,0.94,3.7,,11.8,,,,13.8,8.6,83.3%,
D,20,14-Oct-1982,,7.53,101.5,,0.5,2.0,5.0,6.5,0.010,,,0.010,1.12,3.8,,12.6,,,,15.2,9.7,97.1%,
D,20,10-Nov-1982,,7.34,90.5,,0.5,4.0,5.0,6.4,0.005,,,0.005,1.34,3.8,,,,,,11.7,10.2,94.1%,
D,20,13-Apr-1983,,7.44,94.9,,0.5,5.0,6.0,6.4,0.020,,,0.005,1.50,4.1,,,,,,3.5,13.1,99.7%,
D,20,27-Apr-1983,,7.41,97.9,,1.0,4.0,6.0,6.4,0.005,,,0.010,1.35,4.0,,,,,,4.5,12.1,94.3%,
D,20,12-May-1983,,7.38,88.0,,1.0,8.0,8.0,6.3,0.020,,,0.005,,3.9,,,,,,6.0,12.2,98.5%,
D,20,2-Jun-1983,,7.33,108.8,,1.0,4.0,8.0,6.2,0.010,,,0.005,1.50,3.9,,,,,,8.6,,,
D,20,14-Jun-1983,,7.39,101.9,,0.5,6.0,12.0,7.0,0.030,,,0.005,1.55,3.9,,,,,,8.0,11.8,99.9%,
D,20,7-Jul-1983,,7.20,109.3,,2.0,7.0,13.0,6.4,0.030,,,0.110,1.40,3.9,,,,,,9.5,10.2,89.4%,
D,20,26-Jul-1983,,7.00,99.3,,1.0,2.0,5.0,6.6,0.005,,,0.005,1.50,3.9,,,,,,10.0,14.2,126.0%,
D,20,16-Aug-1983,,7.28,92.8,,3.0,7.0,12.0,6.6,0.010,,,0.060,1.20,4.0,,,,,,11.0,12.3,111.7%,
D,20,14-Sep-1983,,7.01,96.1,,1.0,4.0,7.0,6.6,0.020,,,0.010,1.60,3.8,,,,,,12.0,,,
D,20,5-Oct-1983,,6.99,91.7,,1.0,2.0,10.0,7.2,0.020,,,0.005,1.75,3.9,,,,,,13.5,6.2,59.7%,
D,20,1-Nov-1983,,7.34,101.4,,3.0,8.0,8.0,7.4,0.005,,,0.005,1.55,,,,,,,12.0,11.7,108.7%,
D,20,16-Apr-1984,,7.20,100.7,,1.0,3.0,8.0,6.5,0.030,,,0.005,3.30,,,11.1,,,,3.5,13.4,100.9%,
D,20,1-May-1984,,7.39,90.4,,0.5,4.0,6.0,7.2,0.020,,,0.005,2.05,,,11.1,,,,5.3,12.6,101.0%,
D,20,15-May-1984,,7.35,90.4,,1.0,3.0,7.0,7.2,0.020,,,0.005,1.25,,,11.5,,,,7.0,9.8,80.7%,
D,20,30-May-1984,,7.28,85.8,,0.5,3.0,5.0,17.6,0.020,,,0.005,1.60,,,10.7,,,,9.0,11.6,100.3%,
D,20,13-Jun-1984,,7.16,99.0,,1.0,5.0,7.0,6.6,0.020,,,0.020,0.99,,,10.8,,,,9.0,10.3,89.1%,
D,20,5-Jul-1984,,7.20,101.9,,1.0,5.0,7.0,7.5,0.005,,,0.005,0.90,,,10.4,,,,9.5,9.8,85.8%,
D,20,25-Jul-1984,,7.16,101.1,,0.5,4.0,5.0,6.7,0.020,,,0.005,0.95,,,10.9,,,,10.4,8.9,80.2%,
D,20,16-Aug-1984,,7.06,98.8,,2.0,7.0,9.0,7.5,0.005,,,0.005,1.02,,,11.1,,,,11.3,8.0,73.0%,
D,20,6-Sep-1984,,6.98,102.6,,0.5,4.0,9.0,6.8,0.005,,,0.005,1.05,,,11.0,,,,11.5,8.6,78.9%,
D,20,25-Sep-1984,,6.91,103.7,,0.5,5.0,8.0,7.2,0.040,,,0.005,1.05,,,11.0,,,,12.0,7.8,72.4%,
D,20,17-Oct-1984,,7.01,96.7,,0.5,5.0,6.0,7.4,0.030,,,0.005,0.80,,,11.3,,,,13.5,7.5,71.9%,
D,20,7-Nov-1984,,7.27,95.5,,0.5,2.0,5.0,6.7,0.005,,,0.005,0.90,,,12.4,,,,12.0,8.6,79.8%,
D,20,11-Apr-1985,,7.41,95.9,,2.0,5.0,6.0,6.8,0.005,,,0.005,1.03,,,11.2,,,,4.0,9.9,75.5%,
D,20,7-May-1985,,7.41,100.8,,2.0,6.0,6.0,8.3,0.005,,,0.005,1.00,,,10.7,,,,7.0,12.0,98.0%,
D,20,21-May-1985,,7.36,105.4,,1.0,3.0,5.0,7.3,0.030,,,0.005,0.96,,,11.1,,,,10.0,11.2,99.2%,
D,20,4-Jun-1985,,7.36,102.3,,1.0,4.0,5.0,7.0,0.005,,,0.010,0.96,,,11.0,,,,10.0,10.8,95.7%,
D,20,19-Jun-1985,,7.37,103.6,,1.0,4.0,6.0,7.0,0.005,,,0.005,1.00,,,11.5,,,,10.0,10.3,91.2%,
D,20,3-Jul-1985,,7.62,106.9,,0.5,3.0,6.0,6.8,0.020,,,0.005,1.00,,,,,,,11.0,9.8,88.8%,
D,20,24-Jul-1985,,7.16,109.8,,2.0,2.0,6.0,10.4,0.005,,,0.005,0.96,,,10.6,,,,12.0,9.3,86.3%,
D,20,14-Aug-1985,,7.29,,,1.0,2.0,4.0,7.3,0.010,,,0.020,0.96,,,,,,,12.5,8.5,79.7%,
D,20,11-Sep-1985,,7.34,103.5,,0.5,9.0,11.0,7.8,0.020,,,0.010,1.12,,,10.8,,,,16.0,7.8,79.0%,
D,20,2-Oct-1985,,7.13,,,0.5,2.0,6.0,6.4,0.005,,,0.005,1.10,,,12.0,,,,13.5,6.1,58.5%,
D,20,15-Oct-1985,,7.38,108.7,,2.0,2.0,6.0,7.0,0.005,,,0.005,0.88,,,12.4,,,,15.5,8.8,88.2%,
D,20,7-Nov-1985,,7.29,107.3,,2.0,3.0,5.0,6.6,0.020,,,0.005,0.98,,,11.8,,,,11.9,9.2,85.1%,
D,20,16-Apr-1986,,7.53,101.0,,1.0,2.0,4.0,7.7,0.020,,,0.005,1.26,4.4,,11.8,,0.025,,3.0,12.2,90.6%,
D,20,29-Apr-1986,,7.50,99.0,,2.0,5.0,5.0,7.5,0.005,,,0.005,1.42,4.3,,11.8,,0.025,,5.2,12.1,95.2%,
D,20,13-May-1986,,7.54,95.0,,1.0,2.0,5.0,6.8,0.020,,,0.005,1.20,4.4,,11.5,,0.025,,7.0,11.4,93.9%,
D,20,27-May-1986,,7.52,96.0,,0.5,4.0,7.0,7.5,0.030,,,0.005,1.13,4.2,,11.3,,0.025,,8.0,12.2,103.0%,
D,20,11-Jun-1986,,7.29,92.0,,0.5,4.0,10.0,7.6,0.030,,,0.005,1.16,4.3,,11.9,,0.025,,10.6,9.8,88.0%,
D,20,25-Jun-1986,,7.32,92.0,,0.5,3.0,5.0,7.3,0.020,,,0.005,1.08,,,12.5,,,,10.5,10.3,92.3%,
D,20,17-Jul-1986,,7.36,102.0,,0.5,5.0,11.0,7.6,0.050,,,0.010,1.02,,,12.7,,,,10.0,10.0,88.6%,
D,20,6-Aug-1986,,7.26,105.0,,0.5,2.0,5.0,7.4,0.005,,,0.005,1.07,,,12.3,,,,11.0,8.7,78.9%,
D,20,27-Aug-1986,,7.30,98.0,,1.0,4.0,6.0,7.2,0.005,,,0.005,1.09,,,12.6,,,,12.0,7.6,70.5%,
D,20,17-Sep-1986,,7.16,98.5,,0.5,4.0,5.0,7.5,0.005,,,0.005,1.18,,,12.4,,,,12.5,7.3,68.5%,
D,20,1-Oct-1986,,7.06,99.8,,0.5,3.0,6.0,7.4,0.005,,,0.005,1.24,,,12.3,,,,14.5,7.2,70.6%,
D,20,22-Oct-1986,,7.53,101.0,,0.5,4.0,6.0,6.8,0.005,,,0.005,0.81,,,12.9,,,,13.0,9.0,85.4%,
D,20,6-Nov-1986,,7.44,107.0,,0.5,2.0,5.0,6.7,0.005,,,0.005,0.99,,,12.6,,,,10.9,9.3,84.1%,
D,20,20-Nov-1986,,7.49,105.0,,0.5,1.0,4.0,,0.005,,,0.005,0.99,,,12.4,,,,8.0,10.3,87.0%,
D,20,15-Apr-1987,,7.46,102.0,,0.5,4.0,6.0,6.7,0.010,3.32,,0.005,0.96,,,12.6,,,,3.5,13.1,98.6%,
D,20,28-Apr-1987,,7.61,104.0,,0.5,2.0,5.0,6.5,0.020,3.29,,0.005,0.94,,,12.5,,,,6.0,12.6,101.2%,
D,20,12-May-1987,,7.49,104.0,,0.5,3.0,5.0,7.2,0.020,3.45,,0.005,0.92,,,12.5,,,,7.5,12.3,102.6%,
D,20,27-May-1987,,7.40,97.7,,0.5,2.0,6.0,9.1,0.005,,,0.005,0.86,,,12.6,,,,10.0,11.6,102.7%,
D,20,10-Jun-1987,,7.28,100.2,,0.5,2.0,7.0,7.2,0.005,,,0.005,0.90,,,12.6,,,,9.5,10.2,89.3%,
D,20,23-Jun-1987,,7.22,109.8,,0.5,2.0,9.0,7.3,0.005,,,0.005,0.94,,,13.0,,,,10.0,10.5,93.0%,
D,20,15-Jul-1987,,7.14,92.7,,0.5,2.0,9.0,7.3,0.005,,,0.005,0.86,,,12.8,,,,10.5,9.9,88.7%,
D,20,5-Aug-1987,,7.78,103.0,,0.5,4.0,11.0,7.0,0.005,,,0.005,0.83,,,11.0,,,,11.5,8.4,77.0%,
D,20,26-Aug-1987,,7.27,101.0,,0.5,4.0,10.0,7.4,0.005,,,0.005,0.99,,,11.7,,,,11.5,8.1,74.3%,
D,20,15-Sep-1987,,7.22,103.0,,0.5,4.0,10.0,7.8,0.005,,,0.005,0.93,,,12.0,,,,12.6,7.9,74.3%,
D,20,13-Oct-1987,,7.55,100.0,,0.5,7.0,7.0,7.5,0.005,,,0.005,0.86,,,11.1,,,,13.0,9.4,89.2%,
D,20,28-Oct-1987,,7.51,102.0,,0.5,2.0,4.0,7.5,0.005,,,0.005,0.92,,,11.2,,,,11.6,9.2,84.6%,
D,20,10-Nov-1987,,7.53,103.0,,0.5,2.0,5.0,7.7,0.005,,,0.005,1.00,,,11.4,,,,10.0,10.2,90.3%,
D,20,14-Apr-1988,,7.61,104.0,,0.5,3.0,7.0,8.3,0.030,3.40,,0.005,1.10,,,12.0,,,,4.0,13.6,103.7%,
D,20,26-Apr-1988,,7.62,102.0,,0.5,3.0,7.0,6.9,0.030,,,0.020,1.10,,,12.0,,,,4.8,13.7,106.7%,
D,20,10-May-1988,,7.70,103.0,,0.5,2.0,5.0,7.4,0.030,,,0.005,1.00,,,9.2,,,,7.2,11.6,96.0%,
D,20,24-May-1988,,7.65,100.0,,0.5,4.0,7.0,8.2,0.010,,,0.005,1.00,,,9.4,,,,9.2,10.8,93.9%,
D,20,7-Jun-1988,,7.52,98.0,,4.0,2.0,5.0,7.8,0.020,,,0.020,1.10,,,9.2,,,,12.5,10.4,97.6%,
D,20,21-Jun-1988,,7.36,104.2,,1.0,3.0,6.0,7.2,0.020,,,0.005,1.10,,,9.3,,,,10.0,10.0,88.6%,
D,20,13-Jul-1988,,7.29,95.2,,2.0,2.0,6.0,8.0,0.005,,,0.005,0.90,,,10.7,,,,11.5,10.1,92.6%,
D,20,3-Aug-1988,,7.23,96.0,,2.0,2.0,7.0,7.6,0.005,,,0.005,0.94,,,9.8,,,,12.2,8.2,76.4%,
D,20,24-Aug-1988,,7.05,96.6,,1.0,5.0,13.0,7.8,0.020,,,0.005,1.10,,,10.1,,,,13.0,8.0,75.9%,
D,20,8-Sep-1988,,7.07,96.1,,0.5,2.0,6.0,7.6,0.010,,,0.005,1.00,,,11.4,,,,14.0,7.7,74.7%,
D,20,26-Sep-1988,,7.03,100.2,,1.0,2.0,5.0,7.9,0.020,,,0.005,1.20,,,9.9,,,,12.5,6.3,59.1%,
D,20,18-Oct-1988,,7.44,95.0,,0.5,2.0,5.0,7.9,0.005,,,0.010,0.90,,,10.7,,,,14.0,8.8,85.4%,
D,20,1-Nov-1988,,7.12,96.3,,0.5,2.0,5.0,8.0,0.020,,,0.005,1.10,,,11.3,,,,10.7,8.8,79.2%,
D,20,15-Nov-1988,,7.33,95.9,,0.5,4.0,6.0,7.9,0.010,,,0.005,1.10,,,10.4,,,,9.8,9.2,81.1%,
D,20,19-Apr-1989,,7.63,103.0,,0.5,3.0,4.0,8.1,0.020,,,0.005,1.07,4.8,,11.2,,,,2.8,12.4,91.6%,
D,20,17-May-1989,,7.62,102.0,,2.0,2.0,4.0,7.9,0.010,,,0.005,0.87,,,11.0,,,,6.0,11.9,95.6%,
D,20,15-Jun-1989,,7.48,97.9,,0.5,2.0,5.0,8.0,0.010,,,0.005,0.87,,,11.3,,,,8.0,12.0,101.4%,
D,20,13-Jul-1989,,7.49,97.0,,0.5,2.0,6.0,8.3,0.010,,,0.005,0.85,,,10.1,,,,9.0,10.4,90.0%,
D,20,10-Aug-1989,,7.39,104.0,,0.5,2.0,7.0,7.8,0.005,,,0.005,0.83,,,9.3,,,,8.9,11.0,94.9%,
D,20,7-Sep-1989,,7.30,99.0,,0.5,2.0,7.0,7.9,,,,0.005,0.92,,,10.6,,,,9.0,8.6,74.4%,
D,20,10-Oct-1989,,7.19,93.0,,1.0,3.0,6.0,8.1,0.010,,,0.005,0.98,,,9.5,,,,10.5,7.2,64.5%,
D,20,8-Nov-1989,,7.62,93.4,,1.0,2.0,8.0,8.1,0.005,,,0.005,0.95,,,10.4,,,,9.0,9.1,78.7%,
D,20,25-Apr-1990,,7.63,98.0,,1.0,6.0,6.0,8.5,0.005,3.02,,0.005,0.72,5.5,,12.9,0.50,0.025,,4.0,12.0,91.5%,
D,20,24-May-1990,,7.56,97.0,,0.5,3.0,6.0,9.1,0.040,2.92,,0.005,1.25,4.9,,13.1,0.46,0.025,,7.7,11.6,96.0%,
D,20,28-Jun-1990,,7.43,94.0,,0.5,2.0,7.0,8.6,0.060,3.34,,0.030,0.94,5.7,,8.7,0.46,,,11.4,11.2,102.5%,
D,20,19-Jul-1990,,7.40,97.0,26.0,0.5,3.0,4.0,8.6,0.050,3.43,,0.005,1.16,5.3,,,0.51,,,11.0,9.6,87.0%,
D,20,16-Aug-1990,,7.31,98.0,27.5,0.5,3.0,6.0,8.5,0.040,2.79,,0.005,1.13,5.2,,9.7,,,,11.5,7.4,67.9%,
D,20,12-Sep-1990,,6.94,101.0,,0.5,3.0,6.0,8.6,0.020,2.81,,0.005,1.12,,,,,,,13.0,6.3,59.8%,
D,20,11-Oct-1990,,7.15,97.0,,1.0,2.0,7.0,7.7,0.020,2.49,,0.010,1.00,5.3,,8.1,,,,14.0,6.4,62.1%,
D,20,15-Nov-1990,,7.43,88.0,,0.5,3.0,6.0,8.5,0.020,2.76,,0.005,1.08,,,,,,,9.8,8.6,75.8%,
D,20,10-Apr-1991,,7.51,96.0,,2.0,2.0,7.0,8.7,0.030,2.90,,0.005,1.09,,,8.7,,,,4.2,12.3,94.3%,
D,20,9-May-1991,,7.56,92.0,,1.0,2.0,5.0,8.8,0.030,2.89,,0.005,1.17,,,7.8,,,,7.0,11.4,93.9%,
D,20,5-Jun-1991,,7.49,87.0,,1.0,2.0,5.0,8.9,0.020,2.82,,0.005,1.02,,,8.4,,,,9.5,10.6,92.8%,
D,20,9-Jul-1991,,7.19,97.0,,0.5,2.0,7.0,8.9,0.020,2.85,,0.010,1.03,,,7.8,,,,10.0,9.0,79.7%,
D,20,7-Aug-1991,,7.28,96.0,,1.0,6.0,8.0,8.5,0.005,2.92,,0.010,0.89,,,7.8,,,,11.5,8.6,78.9%,
D,20,11-Sep-1991,,7.00,99.0,,2.0,3.0,7.0,8.8,0.010,2.82,,0.005,1.01,,,8.3,,,,12.0,7.3,67.7%,
D,20,15-Oct-1991,,7.55,97.0,,1.0,2.0,5.0,9.5,0.005,2.76,,0.010,0.92,,,8.7,,,,14.0,8.7,84.4%,
D,20,13-Nov-1991,,7.39,99.0,,1.0,3.0,6.0,9.2,0.010,2.94,,0.020,1.08,,,8.2,,,,9.2,9.2,80.0%,
D,20,24-Apr-1992,,7.61,100.0,,1.0,3.0,5.0,9.7,0.010,3.13,,0.005,1.01,,,9.3,,,,3.8,13.1,99.4%,
D,20,7-May-1992,,7.56,99.0,,1.0,3.0,6.0,9.7,0.005,3.08,,0.005,1.10,,,8.4,,,,5.2,11.5,90.5%,
D,20,20-May-1992,,7.43,100.0,,1.0,2.0,5.0,10.1,0.010,3.11,,0.005,1.16,,,8.7,,,,6.9,11.3,92.8%,
D,20,17-Jun-1992,,7.44,93.0,,1.0,2.0,6.0,9.4,0.005,2.66,,0.005,1.24,,,8.8,,,,9.0,9.8,84.8%,
D,20,15-Jul-1992,,7.17,94.0,,3.0,3.0,8.0,8.9,0.010,2.61,,0.005,1.05,,,9.3,,,,9.8,8.7,76.7%,
D,20,13-Aug-1992,,7.12,89.0,,0.5,2.0,7.0,9.1,0.005,2.65,,0.030,1.06,,,9.5,,,,11.0,8.4,76.2%,
D,20,9-Sep-1992,,7.02,95.0,,0.5,2.0,6.0,9.1,0.010,2.72,,0.005,1.18,,,9.5,,,,11.0,6.8,61.7%,
D,20,8-Oct-1992,,7.16,99.0,,1.0,2.0,5.0,9.6,0.005,2.74,,0.005,1.74,,,9.3,,,,12.5,6.3,59.1%,
D,20,22-Oct-1992,,7.48,101.0,,0.5,2.0,5.0,9.8,0.005,2.73,,0.010,1.26,,,8.9,,,,12.0,9.0,83.5%,
D,20,4-Nov-1992,,7.49,98.0,,1.0,2.0,5.0,10.0,0.005,2.68,,0.010,1.50,,,8.3,,,,10.0,9.7,85.9%,
D,20,4-May-1993,,7.63,99.0,,0.5,2.0,5.0,11.0,0.030,,,0.005,1.20,5.3,,,,,,3.4,12.4,93.1%,
D,20,18-May-1993,,7.58,98.0,,1.0,2.0,4.0,10.8,0.020,,,0.005,1.21,5.3,,,,,,5.0,11.7,91.6%,
D,20,8-Jun-1993,,7.82,98.0,,0.5,2.0,4.0,10.9,0.030,,,0.010,1.35,5.3,,,,,,6.0,11.4,91.6%,
D,20,15-Jul-1993,,7.41,102.0,,0.5,2.0,4.0,9.4,0.030,,,0.005,1.10,5.6,,,,,,7.5,9.3,77.6%,
D,20,19-Aug-1993,,7.27,100.0,,0.5,3.0,4.0,9.1,0.010,,,0.005,1.10,5.4,,,,0.025,,9.0,10.1,87.4%,
D,20,16-Sep-1993,,7.30,107.0,,0.5,2.0,4.0,9.0,0.020,,,0.005,1.30,5.5,,,,0.025,,10.0,8.9,78.8%,
D,20,21-Oct-1993,,7.80,96.0,,0.5,2.0,4.0,9.6,0.020,,,0.005,0.95,5.6,,,,0.020,,11.2,9.8,89.3%,
D,20,18-Nov-1993,,7.54,112.0,,0.5,3.0,4.0,9.5,0.005,,,0.005,1.14,5.8,,,,0.025,,7.5,11.5,95.9%,
D,20,4-May-1994,,7.50,106.0,,0.5,1.0,4.0,10.4,0.040,2.85,,0.005,1.25,,,11.0,,,,,,,
D,20,19-May-1994,,7.41,106.0,,0.5,2.0,5.0,10.2,0.010,2.74,,0.005,1.26,,,10.1,,,,,,,
D,20,1-Jun-1994,,7.55,102.0,,0.5,3.0,5.0,9.5,0.030,2.51,,0.070,1.23,,,10.1,,,,,,,
D,20,7-Jul-1994,,7.38,103.0,,2.0,2.0,6.0,8.4,0.030,2.19,,0.030,1.22,,,10.5,,,,,,,
D,20,4-Aug-1994,,7.14,105.0,,1.0,2.0,5.0,10.1,0.050,2.80,,0.020,1.14,,,10.6,,,,,,,
D,20,12-Sep-1994,,7.11,98.0,,0.5,2.0,7.0,9.9,0.040,2.72,,0.010,1.23,,,10.2,,,,,,,
D,20,4-Oct-1994,,7.17,109.0,,1.0,3.0,6.0,10.0,0.050,2.80,,0.010,1.25,,,10.2,,,,,,,
D,20,31-Oct-1994,,7.45,109.0,,2.0,4.0,5.0,10.3,0.010,2.80,,0.010,1.00,,,10.4,,,,,,,
D,20,16-Nov-1994,,7.70,107.0,,1.0,3.0,5.0,10.7,0.010,2.88,,0.040,1.07,,,10.4,,,,,,,
D,20,11-Apr-1995,,7.61,106.0,,2.0,3.0,6.0,10.1,0.040,,,0.020,1.16,6.3,,10.6,,,,3.2,12.7,94.8%,
D,20,26-Apr-1995,,7.69,109.0,,0.5,2.0,4.0,10.0,0.030,,,0.005,0.98,6.3,,10.1,,,,5.0,12.5,97.9%,
D,20,9-May-1995,,7.63,104.4,,0.5,2.0,4.0,10.1,0.030,,,0.020,0.99,6.2,,11.9,,,,6.8,11.7,95.9%,
